"title","seasons","episodes","rating","year","genres","description","link","image"
"Hortensia SAGA","2","24","68","2021","Action | Adventure | Drama | Fantasy","For 700 years, the Kingdom of Hortensia relied on its two vassal states, Olivier and Camelia, for protection from invaders. In an act of defiance, Camelia revolts, throwing the land into chaos. Only by the heroic deeds of the countries’ knights is order kept. But when monsters attack, it unleashes a storm of violence, heralding war. Is it too late to avoid a future born out of blood?","https://www.wakanim.tv/sc/v2/catalogue/show/1219/hortensia-saga","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/51_637454596605915086Hortensia_Saga-2_Small.jpg"
"How a Realist Hero Rebuilt the Kingdom","4","52","86","2021","Action | Fantasy | Magic | Romance","""O, Hero!"" With that cliched line, Kazuya Souma found himself summoned to another world and his adventure… did not begin.","https://www.wakanim.tv/sc/v2/catalogue/show/1375/how-a-realist-hero-rebuilt-the-kingdom","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/17_637607332921741098RHRK_Small.jpg"
"How NOT to Summon a Demon Lord","2","22","86","2018","Action | Adventure | Ecchi | Fantasy","Takuma Sakamoto is famously known as the Demon Lord throughout the MMORPG Cross Reverie. And although he’s a magical prodigy in the game, in reality, he’s a total social outcast.","https://www.wakanim.tv/sc/v2/catalogue/show/1285/how-not-to-summon-a-demon-lord","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/33_637503590558309918DL-S1_Small.jpg"
"Hyouka","4","46","90","2012","Adventure | Comedy | Drama | Romance | Slice of Life","A worthy addition to any animation fan's collection, Hyouka is a stunning masterwork that spins a charming tale of high school romance and intricate mystery.","https://www.wakanim.tv/sc/v2/catalogue/show/740/hyouka","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/145_637566066936164476Hyouka_Small.jpg"
"Hyperdimension Neptunia","2","24","84","2013","Action | Adventure | Comedy | Ecchi | Fantasy | Sci-Fi | Slice of Life | Supernatural","Welcome to Gamindustri, a fantastical world where all your favorite video game consoles come to life!","https://www.wakanim.tv/sc/v2/catalogue/show/701/hyperdimension-neptunia","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/263_637208354567565847Neptunia_Small.jpg"
"HYPNOSISMIC -Division Rap Battle- Rhyme Anima","1","13","86","2020","Action | Music","Immerse yourself in a pitiless world, plagued by conflicts which can only be settled the hard way... with rap battles! Turn-up the volume and enjoy, it's time to test your flow!","https://www.wakanim.tv/sc/v2/catalogue/show/1105/hypnosismic-division-rap-battle-rhyme-anima","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/210_637372261637696608Hypnosis-Mic_Small.jpg"
"ID: INVADED","2","26","78","2020","Action | Drama | Original | Sci-Fi | Supernatural","Welcome to Kura, an organization that investigates crime using the Mizuhanome, a system that senses the drive to kill.","https://www.wakanim.tv/sc/v2/catalogue/show/589/id-invaded","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/33_637188501919172574ID_invaded_Small_Dub.jpg"
"Idoly Pride","1","12","98","2020","Music","Ten aspiring idols push themselves farther than they've ever thought possible in order to advance in the idol-ranking VENUS program.","https://www.wakanim.tv/sc/v2/catalogue/show/1241/idoly-pride","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/51_637454355269382499IP_Small.jpg"
"If My Favorite Pop Idol Made It to the Budokan, I Would Die","2","24","88","2020","Comedy | Slice of Life","Eripiyo is an otaku living in Okayama Prefecture. She devotes her life to supporting Maina, a member of the underground pop idol group “ChamJam”.","https://www.wakanim.tv/sc/v2/catalogue/show/617/if-my-favorite-pop-idol-made-it-to-the-budokan-i-would-die","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262737863811902Budokan_Small.jpg"
"Ikebukuro West Gate Park","1","12","86","2020","Drama | Romance","The cool-headed Makoto navigates the pressures of an encroaching gang life as a member of the G-Boys, made all the more difficult by his friend and gang leader, King.","https://www.wakanim.tv/sc/v2/catalogue/show/1065/ikebukuro-west-gate-park","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/210_637372561399548676IWGP_small.jpg"
"In Search of the Lost Future","1","12","70","2014","Drama | Romance | Sci-Fi","Strange events have been reported at Uchihama Academy, and the student council enlists the help of the Astronomy Club to help!","https://www.wakanim.tv/sc/v2/catalogue/show/947/in-search-of-the-lost-future","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262758397423188InSearchOfTheLostFuture_Small.jpg"
"Inari Kon Kon","1","10","84","2014","Comedy | Magic | Romance | Seinen | Slice of Life | Supernatural","Inari is a sweet and shy middle school girl with a HUGE crush on Tanbabashi, one of the cutest guys in her grade.","https://www.wakanim.tv/sc/v2/catalogue/show/704/inari-kon-kon","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262676447650177Inari-Kon_Small.jpg"
"Interviews with Monster Girls","2","14","68","2017","Comedy | Fantasy | Seinen | Slice of Life | Supernatural | Vampire","If you thought high school was full of drama, try it with supernatural powers! A vampire, a headless girl, and a succubus do high school!","https://www.wakanim.tv/sc/v2/catalogue/show/956/interviews-with-monster-girls","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/244_637233139508492785Monster-Girls_Small.jpg"
"Irina: The Vampire Cosmonaut","1","24","88","2021","Sci-Fi | Vampire","What if the first astronaut in history was a vampire? Irina, the subject of Operation Nosferatu (a test of vampire space travel), meets Lev, who is in charge of training and monitoring her.","https://www.wakanim.tv/sc/v2/catalogue/show/1519/irina-the-vampire-cosmonaut","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/110_637687055573914760Irna_Small.jpg"
"Isekai Quartet","2","24","90","2019","Comedy | Fantasy | Isekai","See what adorable chaos happens when you join your favorite Isekai characters as they come together in a brand-new alternate world!","https://www.wakanim.tv/sc/v2/catalogue/show/804/isekai-quartet","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262755487005807IsekaiQuartet_Small.jpg"
"Jujutsu Kaisen","4","48","92","2020","Action | Supernatural","A boy fights... for ""the right death.""
 
Hardship, regret, shame: the negative feelings that humans feel become Curses that lurk in our everyday lives. The Curses run rampant throughout the world, capable of leading people to terrible misfortune and even death. What's more, the Curses can only be exorcised by another Curse.","https://www.wakanim.tv/sc/v2/catalogue/show/1557/jujutsu-kaisen","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/279_637683543207406186JK_Small.jpg"
"Juni Taisen: Zodiac War","1","12","84","2017","Action | Fantasy","In a bloody battle royale, twelve proud warriors will face one another for the sake of one wish. Who will be the lone survivor?","https://www.wakanim.tv/sc/v2/catalogue/show/957/juni-taisen-zodiac-war","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/309_637370693366201822Juni-Taisen_Small.jpg"
"Junji Ito Collection","1","14","0","2018","Horror | Seinen | Supernatural","Witness the most hair-raising stories from Junji Ito Masterpiece Collection and Fragments of Horror like you’ve never seen them before.","https://www.wakanim.tv/sc/v2/catalogue/show/1024/junji-ito-collection","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/156_637278294209657996Junji-Ito_Small.jpg"
"Junjo Romantica 3","1","12","70","2015","Comedy | Drama | Yaoi","Junjo Romantica 3 follows the ongoing story of three couples. It’s complicated. But so worth it.","https://www.wakanim.tv/sc/v2/catalogue/show/760/junjo-romantica-3","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/115_637247803089815266Junjo_Small.jpg"
"Kageki Shojo!!","2","26","100","2021","Drama","Welcome to the Red Flower Opera Company! Follow the quirky duo - Narada Ai, a jaded former idol, and her friend Watanabe Sarasa, an innocent country girl, as they learn to perform on scene.","https://www.wakanim.tv/sc/v2/catalogue/show/1424/kageki-shojo","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/27_637608299842001760KagekiShojo_small.jpg"
"KAGINADO","2","24","100","2021","Comedy | Slice of Life","Rediscover the best licenses from visual novel developer Key! Kannon, Air, Clannad, Little Busters! and Rewrite, your favorite characters are ready for new adventures.","https://www.wakanim.tv/sc/v2/catalogue/show/1580/kaginado","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/410_637689616964167909KN_Small.jpg"
"Kaguya-sama: Love Is War","5","61","92","2019","Comedy | Drama | Romance","All the most brilliant students go to the Shûchiin Academy. All hope rests on them.
One day, student council Vice-president Kaguya Shinomiya and President Miyuki Shirogane meet at the student office. They seem to have taken a fancy to each other. But six months go by and nothing happens!","https://www.wakanim.tv/sc/v2/catalogue/show/444/kaguya-sama-love-is-war","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/41_636822049387772502KaguyaSama_small.jpg"
"Kaguya-sama: Love Is War S2",0,0,"92","2020","Comedy | Drama | Romance | Slice of Life","Shuchiin Academy—an elite school where the most gifted students flock to.
It is also where its Student Council brought together Vice President Kaguya Shinomiya and President Miyuki Shirogane.","https://www.wakanim.tv/sc/v2/catalogue/show/899/kaguya-sama-love-is-war-s2","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/14_637213581193871657KS2_Small%20(1).jpg"
"Kaguya-Sama: Love is War -Ultra Romantic-",0,0,"92","2022","Comedy | Drama | Romance","More romcom mishaps come to the student council in Kaguya-Sama: Love is War Ultra Romantic!","https://www.wakanim.tv/sc/v2/catalogue/show/1738/kaguya-sama-love-is-war-ultra-romantic","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/293_637841395460964462Kaguya-sama-Love-Is-War-Ultra-Romantic_Small.jpg"
"Kakuriyo -Bed & Breakfast for Spirits-","4","52","96","2018","Comedy | Drama | Supernatural","To pay off her grandfather’s debt, Aoi begins working at Tenjin-ya—a bed and breakfast for spirits!","https://www.wakanim.tv/sc/v2/catalogue/show/955/kakuriyo-bed-breakfast-for-spirits","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/244_637233150623619712Kakuriyo_Small.jpg"
"Kakushigoto","3","25","90","2020","Comedy | Shounen | Slice of Life","Meet Gotou Kakushi, a writer of a somewhat erotic manga, and young Hime, his only daughter. Hime is Kakushi's most precious treasure.","https://www.wakanim.tv/sc/v2/catalogue/show/848/kakushigoto","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/14_637213405736980686Kakushigoto_Small.jpg"
"KAKUSHIGOTO Theatrical Edition",0,0,"90","2021","Comedy | Shounen | Slice of Life","From August 6th","https://www.wakanim.tv/sc/v2/catalogue/show/1464/kakushigoto-theatrical-edition","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/297_637631458037211651Kakushigoto_Small.jpg"
"Karneval","2","26","0","2013","Action | Comedy | Drama | Fantasy | Sci-Fi","Nai becomes a fugitive during a search for a missing loved one. The country’s most powerful defense organization could be his only hope.","https://www.wakanim.tv/sc/v2/catalogue/show/1644/karneval","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2412_637759419898076560KRN_Small.jpg"
"Keijo!!!!!!!!","2","24","88","2016","Comedy | Ecchi | Sport","Welcome to the boob-smashing, booty-battling sport of Keijo, where girls take on girls with nothing more than their bounciest assets.","https://www.wakanim.tv/sc/v2/catalogue/show/965/keijo","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/284_637236729904889182Keijo_Small.jpg"
"Kemono Jihen","2","24","92","2021","Action | Shounen | Supernatural","Special detective Kohachi Inugami is sent to investigate a grisly phenomenon involving animal corpses near a remote mountain village.","https://www.wakanim.tv/sc/v2/catalogue/show/1189/kemono-jihen","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/41_637453583458326308Kemono_Small.jpg"
"Kenka Bancho Otome -Girl Beats Boys-","1","12","82","2017","Action | Martial Arts | Romance | Shoujo","The son of a powerful yakuza family must rise to boss status among high school delinquents. But the boy in question is a girl in disguise!","https://www.wakanim.tv/sc/v2/catalogue/show/966/kenka-bancho-otome-girl-beats-boys","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/309_637370772587353261Girl-Beats-Boys_Small.jpg"
"Kiddy Girl-AND","2","24","100","2009","Action | Comedy | Magic | Romance | Sci-Fi","Ascoeur and Q-feuille work as waitresses while they train to become members of the galaxy’s shadow law enforcement agency, the ES Force.","https://www.wakanim.tv/sc/v2/catalogue/show/757/kiddy-girl-and","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/285_637262682493130495Kiddy-Girland_Small.jpg"
"Kingdom","16","206","78","2012","Action | Historical | Seinen","A nameless boy and a young king have grown up in a nation plagued by war. The boy, Xin, has countlessly proven himself on the battlefield, and although initially starting on bad terms, he and the young king, Zheng, have become comrades.","https://www.wakanim.tv/sc/v2/catalogue/show/1360/kingdom","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/86_637587446799723925Kingdom-01_Small.jpg"
"King's Game ""The Animation""","2","24","52","2017","Drama | Horror | Seinen","Kanazawa Nobuaki has started a new life in a high school located far from where he used to study.","https://www.wakanim.tv/sc/v2/catalogue/show/255/kings-game-the-animation","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/216_636967472226032254Kings-Game_Small.png"
"KING's RAID: Successors of the Will","2","50","78","2020","Action | Adventure | Fantasy","Young squire Kasel bands together a group of companions to embark on a journey to save the Orvelia kingdom lands from new enemies.","https://www.wakanim.tv/sc/v2/catalogue/show/1149/kings-raid-successors-of-the-will","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2010_637388046627696638Kings-Raid_Small.jpg"
"Kino's Journey - the Beautiful World-","1","24","70","2017","Action | Adventure | Drama | Seinen | Slice of Life","Kino travels to mystical lands with Hermes, the talking motorcycle, to learn about the unique people and the fascinating stories they weave.","https://www.wakanim.tv/sc/v2/catalogue/show/967/kinos-journey-the-beautiful-world","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/236_637285213045775936Kinos-Journey_Small.jpg"
"Knight's & Magic","2","26","88","2017","Action | Fantasy | Mecha","Ernesti, a programmer and mecha fan in his previous life, is reincarnated in a fantasy world where he sets out to pilot a humanoid weapon.","https://www.wakanim.tv/sc/v2/catalogue/show/969/knights-magic","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/294_637237555705476545Knights-and-Magic_Small.jpg"
"Kono Oto Tomare!: Sounds of Life","4","52","100","2019","Drama | Music | Romance | Shounen","When a delinquent and a prodigy player sign up for the koto club, finding harmony isn’t going to be easy.","https://www.wakanim.tv/sc/v2/catalogue/show/923/kono-oto-tomare-sounds-of-life","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/164_637226203896056062SOL_Small.jpg"
"Konohana Kitan","2","24","76","2017","Comedy | Fantasy | Seinen | Slice of Life | Supernatural | Yuri","Follow the adorable fox mononoke Yuzu as she learns how to become a better employee at a high-class hot spring inn!","https://www.wakanim.tv/sc/v2/catalogue/show/970/konohana-kitan","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/304_637238513527304794Konohana-Kitan_Small.jpg"
"Koro Sensei Quest!","2","24","90","2016","Adventure | Alternate history | Comedy | Fantasy","Get ready for a strange, fun-filled adventure with your favorite assassins. The killer class is back but this time they’ve got…magic?!","https://www.wakanim.tv/sc/v2/catalogue/show/1031/koro-sensei-quest","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/246_637286076867878945KSQ_Small.jpg"
"Kuma Kuma Kuma Bear","2","24","90","2020","Adventure | Comedy | Fantasy","Here she is, stuck in her favorite video-game... wearing a bear onesie! You will love the adventures of this adorable and hilarious heroine!","https://www.wakanim.tv/sc/v2/catalogue/show/1090/kuma-kuma-kuma-bear","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/110_637371597356155366KKKB_Small.jpg"
"Kumamiko - Girl meets Bear","1","12","58","2016","Comedy | Ecchi | Fantasy | Slice of Life","Machi’s only hope of surviving the big city is passing the trials of Natsu, a talking bear! But what does a bear even know about city life?","https://www.wakanim.tv/sc/v2/catalogue/show/773/kumamiko-girl-meets-bear","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/115_637247805684191610Kumamiko_Small.jpg"
"Lapis Re:LiGHTs","1","12","78","2020","Magic | Music","Tiara has just been accepted to the Flora Girls Academy for young witches. Her lifelong dream of becoming a powerful “light” to cleanse the world of magical beasts is now possible. But not before she hits the magical music books! Oh, and little did Tiara know that she’s about to take center stage in a classroom full of potential dropouts. Challenge accepted.","https://www.wakanim.tv/sc/v2/catalogue/show/1021/lapis-relights","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/236_637285249677222697Lapis_Small.jpg"
"LBX Girls","1","24","100","2021","Action | Fantasy","New series by A-CAT studio! Mechas are threatening the world but these warriors are counter-attacking!","https://www.wakanim.tv/sc/v2/catalogue/show/1236/lbx-girls","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/31_637452786374560605SMS_Small.jpg"
"Life Lessons with Uramichi Oniisan","2","26","92","2021","Comedy | Slice of Life","Being an adult is hard. For 31-year-old Uramichi Omota, that depressing truth weighs on him.","https://www.wakanim.tv/sc/v2/catalogue/show/1416/life-lessons-with-uramichi-oniisan","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/17_637607465894188227LLUO_Small.jpg"
"LINK CLICK","3","21","84","2021","Action | Adventure | Sci-Fi","Using superpowers to enter their clientele’s photos one by one, Cheng Xiaoshi and Lu Guang take their work seriously at “Time Photo Studio”...","https://www.wakanim.tv/sc/v2/catalogue/show/1369/link-click","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/55_637558038408587214LC_Small%20(1).jpg"
"Listeners","2","24","50","2020","Drama | Romance | Sci-Fi","In this world, humans live under the threat of mysterious life form called ""the Earless"". Only the Players can fight them as they have the ability to control the fighting robots called ""Equipment"".","https://www.wakanim.tv/sc/v2/catalogue/show/814/listeners","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/14_637213567379332511Listeners_Small.jpg"
"Log Horizon: Destruction of the Round Table","10","124","86","2021","Action | Adventure | Fantasy | Magic","Shiroe and his friends brave deadly Genius monsters and fracturing political alliances while trying to avert the Round Table’s destruction!","https://www.wakanim.tv/sc/v2/catalogue/show/1155/log-horizon-destruction-of-the-round-table","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/21_637452042962878211Log_Horizon_Small.jpg"
"Lord Marksman and Vanadis","2","26","86","2014","Action | Adventure | Drama | Fantasy | Magic | Romance","A young noble is captured by a beautiful enemy general. Working together, they will rally the warrior-goddesses and save his homeland.","https://www.wakanim.tv/sc/v2/catalogue/show/719/lord-marksman-and-vanadis","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/263_637208355805049949Marksman-Vanadis_Small.jpg"
"Lord of Vermilion: The Crimson King","2","24","76","2018","Action | Adventure | Fantasy","After a high-frequency resonance echoes throughout Tokyo, various young people start developing blood-based supernatural powers.","https://www.wakanim.tv/sc/v2/catalogue/show/971/lord-of-vermilion-the-crimson-king","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/55_637242677745974704Lord-of-Vermilion_Small.jpg"
"Love Live! Nijigasaki High School Idol Club","2","26","90","2020","Music | Slice of Life","Nijigasaki High School is known for their diverse subjects and the freedom they give to students.","https://www.wakanim.tv/sc/v2/catalogue/show/1145/love-live-nijigasaki-high-school-idol-club","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/2210_637389812658617321NHSIC_Small.jpg"
"Love Live! Superstar!!","2","24","90","2021","Music | Slice of Life","Tokyo’s brand-new Yuigaoka Girls’ High School has no history, no upperclassmen, and no reputation—its first students are starting from scratch! A team of five girls led by Kanon Shibuya discover school idols, and their hopes to do something with singing begin to grow. They begin the “School Idol Project” with a blank slate and infinite potential. It’s time for their Love Live to take flight!","https://www.wakanim.tv/sc/v2/catalogue/show/1442/love-live-superstar","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/306_637606658973191403LLS_Small.jpg"
"Lucky☆Star","4","48","78","2007","Comedy | Slice of Life","When Konata Izumi isn’t reading manga or playing video games, she’s debating the mysteries of the universe
with her best friends.","https://www.wakanim.tv/sc/v2/catalogue/show/723/luckystar","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/263_637208357136685237Lucky-Star_Small.jpg"
"Lupin III: Part IV","2","24","92","2015","Action | Adventure | Comedy","Lupin the 3rd follows the thrilling adventures of master thief Arsène Lupin the 3rd, quite possibly the world's greatest thief. He's pulled off some of the most brilliant heists that no one ever thought possible.","https://www.wakanim.tv/sc/v2/catalogue/show/794/lupin-iii-part-iv","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/275_637577013101763969Lupin-Part4_Small.jpg"
"Maesetsu! Opening Act","1","12","76","2020","Comedy | Music | Slice of Life","These girls want nothing more than to work in the entertainment industry as professional comedians.","https://www.wakanim.tv/sc/v2/catalogue/show/1073/maesetsu-opening-act","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/210_637372591063058122maesetsu_small.jpg"
"MAGATSU WAHRHEIT","2","24","82","2020","Action | Fantasy | Magic","Two young people living in the Varheit Empire, whose plans for relocating are proceeding: a little timid Inumael who works hard as a transporter, and Leocadio, a naive newcomer to the Empire.","https://www.wakanim.tv/sc/v2/catalogue/show/1093/magatsu-wahrheit","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/210_637372258752991970Magatsu_Small.jpg"
"Magia Record: Puella Magi Madoka Magica Side Story","4","38","76","2020","Drama | Thriller","In exchange for the fulfillment of a wish, Magical Girls keep fighting, unbeknownst to the rest of the world.
But Iroha Tamaki can't seem to remember her wish.","https://www.wakanim.tv/sc/v2/catalogue/show/598/magia-record-puella-magi-madoka-magica-side-story","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/71_637140088660982419MR_Small.jpg"
"Magia Record: Puella Magi Madoka Magica Side Story Final season",0,0,"76","2022","Drama | Thriller","The magical girls reach the endgame in Magia Record: Puella Magi Madoka Magica Side Story Final Season.","https://www.wakanim.tv/sc/v2/catalogue/show/1739/magia-record-puella-magi-madoka-magica-side-story-final-season","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/293_637841393388112625Magia-Record-Final-Season_Small.jpg"
"Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-",0,0,"76","2021","Drama | Thriller","Iroha Tamaki is still searching for her memories... What was the wish that drove her to become a Puella Magi?","https://www.wakanim.tv/sc/v2/catalogue/show/1460/magia-record-puella-magi-madoka-magica-side-story-season-2-the-eve-of-awakening","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/287_637630808116461325Magia-2_Small.jpg"
"Maken-Ki! Battling Venus 2","2","20","96","2014","Action | Comedy | Ecchi | Magic | Martial Arts | Romance","When Takeru enrolled in Tenbi Academy, he had dreams of being smothered by cute girls—not getting beat down by bouncy brawlers.","https://www.wakanim.tv/sc/v2/catalogue/show/705/maken-ki-battling-venus-2","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/273_637209005491813060Maken-Ki_Small.jpg"
"MARS RED","2","26","70","2021","Action | Fantasy | Sci-Fi | Vampire","It’s 1923, and until recently, vampires kept to the shadows. When the mysterious blood source Ascra appears, their numbers swell, leaving Japan covered in bodies. In response, the government spawns its own coven to infiltrate the dark.","https://www.wakanim.tv/sc/v2/catalogue/show/787/mars-red","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/24_637529557432383121MR_Small-2.jpg"
"Master of Martial Hearts","2","10","66","2008","Action | Ecchi | Martial Arts","After Aya enters a girl-on-girl fighting tournament, she'll face beautiful babes in a series of fabric-shredding brawls.","https://www.wakanim.tv/sc/v2/catalogue/show/1032/master-of-martial-hearts","https://d2y6mqrpjbqoe6.cloudfront.net/image/upload/f_auto,q_auto/cdn1/library/266_637287620544188123MMH_Small.jpg"
